DVD_Title|Studio|Released|Status|Sound|Versions|Price|Rating|Year|Genre|Aspect|UPC|DVD_ReleaseDate|ID|Timestamp|Updated
Chinese Ghost Story: The Tsui Hark Animation (Tai Seng)|Tai Seng||Discontinued|SUB|LBX|49.95|NR|1997|Anime|1.85:1|601643582740|1998-03-24 00:00:00|1180|2013-11-27 00:00:00|1
Chinese Heroes|Tai Seng||Discontinued|SUB|LBX|14.95|NR|UNK|Foreign|1.85:1|601641389648|2004-08-17 00:00:00|45816|2013-11-27 00:00:00|1
Chinese Iron Man|Tai Seng||Discontinued|SUB|LBX, 16:9|14.95|NR|1980|Action/Adventure|1.85:1|601641142045|2003-01-14 00:00:00|23705|2013-11-27 00:00:00|1
Chinese Odyssey 2: Cinderella|Tai Seng||Discontinued|SUB|LBX|14.95|NR|1994|Foreign|1.85:1|601643408149|2001-05-15 00:00:00|1182|2013-11-27 00:00:00|1
Chinese Paladin III|Tai Seng||Discontinued|SUB|LBX, 16:9|59.95|NR|UNK|Foreign|2.35:1|312720883017|2010-04-27 00:00:00|179346|2013-11-27 00:00:00|1
Chinese Tall Story (Tai Seng)|Tai Seng||Discontinued|SUB|LBX, 16:9|7.95|NR|2005|Foreign|1.85:1|507120855010|2009-07-28 00:00:00|162861|2013-11-27 00:00:00|1
Chiseen|Tai Seng||Discontinued|2.0|4:3|14.95|NR|2004|Comedy|1.33:1|601641717144|2006-02-28 00:00:00|78367|2013-11-27 00:00:00|1
Chivalrous Legend|Tai Seng||Discontinued|SUB|LBX|14.95|NR|1999|Foreign|1.85:1|601641484541|2004-03-16 00:00:00|38777|2013-11-27 00:00:00|1
Chok Dee: The Kickboxer|Tai Seng||Discontinued|5.1|LBX, 16:9|7.95|NR|2005|Action/Adventure|1.85:1|107117737017|2006-06-27 00:00:00|85114|2013-11-27 00:00:00|1
Christmas In August|Tai Seng||Discontinued|DUB|4:3|14.95|NR|1998|Foreign|1.33:1|601641685849|2005-08-23 00:00:00|66570|2013-11-27 00:00:00|1
Chuggington: Brewster Leads The Way (w/ Toy Train)|Anchor Bay|2014-02-11 00:00:00|Pending|2.0|LBX, 16:9|16.98|NR|2013|Family|1.78:1|013132615929|2014-02-11 00:00:00|256465|2013-11-27 00:00:00|0
Cinemad: Almanac 2009: Edge-TV / Above Below / Letters / Valse / Pictures From Dorothy / The Sun / Lot 63 / War / Wellness / ...|Aurora Picture Show||Discontinued|2.0|4:3|24.95|NR|VAR|VAR|1.33:1|880198095398|2009-06-30 00:00:00|159035|2013-11-27 00:00:00|1
Circle (2003)|Tai Seng||Discontinued|SUB|LBX|14.95|NR|2003|Foreign|2.35:1|601641513548|2006-12-12 00:00:00|97936|2013-11-27 00:00:00|1
Citizen Dog|Tai Seng||Discontinued|SUB|LBX, 16:9|7.95|NR|2004|Foreign|1.85:1|112118515014|2007-08-28 00:00:00|114916|2013-11-27 00:00:00|1
City Of SARS|Tai Seng||Discontinued|SUB|LBX|14.95|NR|2003|Foreign|1.85:1|601641447447|2004-03-16 00:00:00|38748|2013-11-27 00:00:00|1
City On Fire (Tai Seng)|Tai Seng||Discontinued|SUB|LBX|29.95|R|1987|Foreign|1.85:1|601643013848|1999-10-26 00:00:00|1234|2013-11-27 00:00:00|1
City War|Tai Seng||Discontinued|SUB|LBX|14.95|NR|1988|Foreign|1.85:1|601643014043|2000-09-12 00:00:00|1236|2013-11-27 00:00:00|1
Clawhammer Banjo: The Basics And Beyond|Homespun||Out|2.0|4:3|29.95|NR|2013|Special Interest|1.33:1|884088961879|2013-11-26 00:00:00|256216|2013-11-26 00:00:00|1
Clifford The Big Red Dog: Be My Big Red Valentine (Old Version)|Family Home/Discovery Video||Out|2.0|4:3|14.98|NR|2008|Family|1.33:1|012236224105|2008-01-08 00:00:00|124186|2013-11-27 00:00:00|1
Clinical Color Atlas And Manual Of Pediatric Ophthalmology, Strabismus & Neuro-Ophthalmology (Book w/ DVD)|Jaypee Brothers Medical Pub.||Out|2.0|4:3|292|NR|2013|Special Interest|1.33:1|9789350904367|2013-11-30 00:00:00|253058|2013-11-26 00:00:00|1
Cloudy With A Chance Of Meatballs 2 (Blu-ray 3D/ DVD & Blu-ray Combo w/ Digital Copy)|Sony Pictures|2014-01-28 00:00:00|Pending|5.1 TRUEHD|LBX, 16:9, BLU-RAY|45.99|PG|2013|Animation|2.35:1|043396425064|2014-01-28 00:00:00|256452|2013-11-27 00:00:00|0
Cloudy With A Chance Of Meatballs 2 (DVD & Blu-ray Combo w/ Digital Copy)|Sony Pictures|2014-01-28 00:00:00|Pending|5.1 TRUEHD|LBX, 16:9, BLU-RAY|40.99|PG|2013|Animation|2.35:1|043396425071|2014-01-28 00:00:00|256466|2013-11-27 00:00:00|0
Cloudy With A Chance Of Meatballs 2 (w/ Digital Copy)|Sony Pictures|2014-01-28 00:00:00|Pending|5.1|LBX, 16:9|30.99|PG|2013|Animation|2.35:1|043396425101|2014-01-28 00:00:00|256455|2013-11-27 00:00:00|0
Cocktail (2006)|Tai Seng||Discontinued|SUB|LBX, 16:9|14.95|NR|2006|Foreign|1.85:1|112117732016|2006-06-27 00:00:00|85109|2013-11-27 00:00:00|1
Code Of Honor (Special Edition)|Tai Seng||Discontinued|DUB|LBX|14.95|NR|1987|Action/Adventure|1.85:1|601641109345|2002-08-27 00:00:00|18719|2013-11-27 00:00:00|1
Cold War (1999)|Tai Seng||Discontinued|2.0|LBX|14.95|NR|1999|Action/Adventure|1.85:1|601643848143|2002-05-14 00:00:00|16608|2013-11-27 00:00:00|1
Color Of Pain|Tai Seng||Discontinued|5.1/DTS|LBX|14.95|NR|2001|Action/Adventure|1.85:1|601641130547|2003-10-21 00:00:00|31883|2013-11-27 00:00:00|1
Color Of The Truth|Tai Seng||Discontinued|SUB|LBX, 16:9|14.95|NR|2003|Foreign|1.85:1|601641690140|2005-09-20 00:00:00|68369|2013-11-27 00:00:00|1
Colour Of The Truth|Tai Seng||Discontinued|5.1/DTS|LBX, 16:9|19.95|NR|2003|Action/Adventure|1.85:1|601641415842|2003-11-11 00:00:00|33266|2013-11-27 00:00:00|1
Complete Ukulele Method: Beginning Ukulele (Book w/ DVD)|Alfred Publishing||Out|2.0|4:3|24.99|NR|2013|Special Interest|1.33:1|038081459097|2013-12-01 00:00:00|255458|2013-11-26 00:00:00|1
Complete Ukulele Method: Mastering Ukulele (Book w/ DVD)|Alfred Publishing||Out|2.0|4:3|19.99|NR|2013|Special Interest|1.33:1|038081459110|2013-12-01 00:00:00|255483|2013-11-26 00:00:00|1
Compounding Sterile Preparations (Dvd w/ Book:Companion Guide: ASHP's Video Guide To Chapter 797)|American Soc. of Health-System||Out|2.0|4:3|440|NR|2009|Special Interest|1.33:1|9781585282265|2009-01-15 00:00:00|152941|2013-11-27 00:00:00|1
Condor Hero: The Complete TV Series|Tai Seng||Discontinued|SUB|4:3|69.95|NR|2001|Foreign|1.33:1|302717699011|2006-10-31 00:00:00|93329|2013-11-27 00:00:00|1
Conman 1999|Tai Seng||Discontinued|SUB|LBX|9.95|NR|1998|Foreign|1.85:1|601643667140|1999-06-29 00:00:00|1339|2013-11-27 00:00:00|1
Conmen In Vegas|Tai Seng||Discontinued|SUB|LBX|19.95|NR|1999|Foreign|2.35:1|601643710754|2005-05-17 00:00:00|61458|2013-11-27 00:00:00|1
Connected (2008)|Tai Seng||Discontinued|SUB|LBX, 16:9|7.95|NR|2008|Foreign|2.35:1|512120413016|2009-04-28 00:00:00|157605|2013-11-27 00:00:00|1
Connected (2008/ Blu-ray)|Tai Seng||Discontinued|SUB|LBX, 16:9, BLU-RAY|14.95|NR|2008|Foreign|2.35:1|112120509049|2009-04-28 00:00:00|157481|2013-11-27 00:00:00|1
Conspiracy (2000)|Tai Seng||Discontinued|SUB|LBX|9.95|NR|2000|Foreign|1.85:1|112108508019|2008-02-26 00:00:00|127948|2013-11-27 00:00:00|1
Consultative Problem-Solving With Teachers (DVD-ROM)|Routledge||Out|2.0|4:3|60|NR|2013|Special Interest|1.33:1|9780415841580|2013-11-28 00:00:00|239094|2013-11-26 00:00:00|1
Contact (a.k.a. Cheob-sok/ Special Edition)|Tai Seng||Discontinued|SUB|LBX, 16:9|7.95|NR|1997|Foreign|1.85:1|515110053018|2008-07-29 00:00:00|138623|2013-11-27 00:00:00|1
Cop On A Mission (Special Edition)|Tai Seng||Discontinued|5.1|LBX|14.95|NR|2001|Action/Adventure|1.78:1|601641033244|2002-01-22 00:00:00|14670|2013-11-27 00:00:00|1
Cop Shop Babes|Tai Seng||Discontinued|SUB|LBX|14.95|NR|2001|Action/Adventure|1.85:1|601643965642|2003-10-21 00:00:00|31903|2013-11-27 00:00:00|1
Cop Unbowed|Tai Seng||Discontinued|SUB|4:3|14.95|NR|2004|Action/Adventure|1.33:1|507116174019|2007-02-27 00:00:00|102322|2013-11-27 00:00:00|1
Cranford (BFS Entertainment)|BFS Entertainment||Out|2.0|LBX, 16:9|29.98|NR|2007|Drama|1.78:1|066805311819|2013-11-26 00:00:00|255242|2013-11-26 00:00:00|1
Crash Reel|Phase 4 Films|2014-02-04 00:00:00|Pending|5.1|LBX, 16:9|29.99|NR|2013|Documentary|1.85:1|625828625664|2014-02-04 00:00:00|256448|2013-11-26 00:00:00|0
Crash Reel (Blu-ray)|Phase 4 Films|2014-02-04 00:00:00|Pending|5.1|LBX, 16:9, BLU-RAY|29.99|NR|2013|Documentary|1.85:1|625828628511|2014-02-04 00:00:00|256439|2013-11-26 00:00:00|0
Crazy Love (1993)|Tai Seng||Discontinued|SUB|4:3|9.95|UR|1993|Foreign|1.33:1|601643313948|2001-05-22 00:00:00|10884|2013-11-27 00:00:00|1
Crazy N' The City|Tai Seng||Discontinued|SUB|LBX, 16:9|14.95|NR|2005|Foreign|1.85:1|601641663946|2005-07-26 00:00:00|65046|2013-11-27 00:00:00|1
Curry And Pepper|Tai Seng||Discontinued|2.0|4:3|24.95|NR|1990|Drama|1.33:1|601643016641|2006-01-24 00:00:00|76120|2013-11-27 00:00:00|1
Curse Of Lola (Tai Seng)|Tai Seng||Discontinued|SUB|LBX, 16:9|14.95|NR|2005|Foreign|1.85:1|112117361018|2006-05-30 00:00:00|83430|2013-11-27 00:00:00|1
Curse Of The Sun|Kam & Ronson||Discontinued|SUB|LBX|9.95|NR|2004|Foreign|1.85:1|112118096018|2007-04-24 00:00:00|106304|2013-11-27 00:00:00|1
Cutie And The Boxer|Anchor Bay|2014-02-04 00:00:00|Pending|5.1|LBX, 16:9|24.98|R|2013|Documentary|1.85:1|013132609201|2014-02-04 00:00:00|256453|2013-11-27 00:00:00|0
Cutie And The Boxer (Blu-ray)|Anchor Bay|2014-02-04 00:00:00|Pending|5.1 TRUEHD|LBX, 16:9, BLU-RAY|29.99|R|2013|Documentary|1.85:1|013132609225|2014-02-04 00:00:00|256463|2013-11-27 00:00:00|0
Cutie Honey: The Complete TV Series|Eastern Star||Out|SUB|4:3|59.95|NR|2004|Anime|1.33:1|875707008594|2013-11-26 00:00:00|253708|2013-11-26 00:00:00|1
Dance Dance|Tai Seng||Discontinued|SUB|LBX, 16:9|7.95|NR|1999|Foreign|1.85:1|112112200015|2007-09-25 00:00:00|116369|2013-11-27 00:00:00|1
Dance Of A Dream|Tai Seng||Discontinued|SUB|LBX, 16:9|9.95|NR|2001|Foreign|1.85:1|601641109444|2002-05-28 00:00:00|17196|2013-11-27 00:00:00|1
Dancing Lion|Mei-Ah||Discontinued|SUB|LBX, 16:9|9.95|NR|2007|Foreign|1.85:1|112118934013|2007-08-28 00:00:00|114914|2013-11-27 00:00:00|1
Dare To Dream Youth: Creating A God-Sized Mission Statement For Your Life|Abingdon Press||Out|2.0|4:3|39.99|NR|2013|Special Interest|1.33:1|9781426775826|2013-12-01 00:00:00|246386|2013-11-26 00:00:00|1
Dare To Dream: Creating A God-sized Mission Statement For Your Life|Abingdon Press||Out|2.0|4:3|39.99|NR|2013|Special Interest|1.33:1|9781426775789|2013-12-01 00:00:00|246396|2013-11-26 00:00:00|1
Darkness Bride|Tai Seng||Discontinued|SUB|LBX|24.95|NR|2004|Foreign|1.85:1|601641562041|2004-09-21 00:00:00|47628|2013-11-27 00:00:00|1
Dating A Vampire|Tai Seng||Discontinued|SUB|LBX, 16:9|14.95|NR|2006|Foreign|1.85:1|112118070018|2006-11-28 00:00:00|96499|2013-11-27 00:00:00|1
Dating Death|Tai Seng||Discontinued|SUB|LBX, 16:9|14.95|NR|2004|Action/Adventure|1.85:1|601641549349|2004-12-14 00:00:00|52175|2013-11-27 00:00:00|1
Daughter Of Darkness (1993)|Tai Seng||Discontinued|SUB|LBX|14.95|NR|1993|Action/Adventure|1.85:1|601643330747|2001-11-20 00:00:00|13442|2013-11-27 00:00:00|1
Day Of The Animals (Scorpion Releasing)|Scorpion Releasing||Out|2.0|LBX, 16:9|16.95|PG|1977|Horror|2.35:1|851740003994|2013-11-26 00:00:00|253639|2013-11-26 00:00:00|1
Day Of The Animals (Scorpion Releasing/ Blu-ray)|Scorpion Releasing||Out|2.0|LBX, 16:9, BLU-RAY|29.95|PG|1977|Horror|2.35:1|851740003390|2013-11-26 00:00:00|253692|2013-11-26 00:00:00|1
DBT At A Glance: An Introduction To Dialectical Behavior Therapy|Behavioral Tech||Out|2.0|4:3|39.95|NR|2013|Special Interest|1.33:1|9781933464138|2013-12-01 00:00:00|255780|2013-11-26 00:00:00|1
DBT At A Glance: The Role Of The Psychiatrist On DBT Teams|Behavioral Tech||Out|2.0|4:3|39.95|NR|2013|Special Interest|1.33:1|9781933464145|2013-12-01 00:00:00|255715|2013-11-26 00:00:00|1
Dead And The Deadly|Tai Seng||Discontinued|5.1|LBX|19.95|NR|1983|Action/Adventure|1.85:1|601643017440|2002-08-27 00:00:00|18720|2013-11-27 00:00:00|1
Deadly Sword|Tai Seng||Discontinued|1.0|4:3|7.95|NR|1981|Action/Adventure|1.33:1|601643809748|2000-11-14 00:00:00|8698|2013-11-27 00:00:00|1
Death Curse|Tai Seng||Discontinued|DUB|LBX|17.95|NR|2003|Foreign|1.85:1|601641477246|2004-07-20 00:00:00|45837|2013-11-27 00:00:00|1
Death Duel Of Kung Fu|Tai Seng||Discontinued|DUB|4:3|7.95|NR|1983|Action/Adventure|1.33:1|601643829142|2001-04-17 00:00:00|10418|2013-11-27 00:00:00|1
Death Ring (1983/ Special Edition)|Tai Seng||Discontinued|DUB|4:3|7.95|NR|1983|Action/Adventure|1.33:1|601643866642|2001-08-14 00:00:00|12162|2013-11-27 00:00:00|1
Definitive Guide To The JFK Assassination|A&E Video||Out|2.0|LBX, 16:9|14.98|NR|UNK|Documentary|1.78:1|031398180258|2013-11-26 00:00:00|251948|2013-11-26 00:00:00|1
Demi-Gods And Semi-Devils|Tai Seng||Discontinued|SUB|4:3|59.95|NR|1982|Foreign|1.33:1|201701115011|2010-11-30 00:00:00|191796|2013-11-27 00:00:00|1
Democracy And Disappointment: On The Politics Of Resistance|Slought Foundation||Discontinued|2.0|4:3|30|NR|2007|Documentary|1.33:1|796873057523|2008-08-26 00:00:00|139146|2013-11-27 00:00:00|1
Demon's Baby|Tai Seng||Discontinued|2.0|LBX|9.95|NR|1998|Horror|1.66:1|601643631943|2001-10-30 00:00:00|13181|2013-11-27 00:00:00|1
Descendant Of Wing Chun|Tai Seng||Discontinued|DUB|LBX|14.95|NR|1978|Foreign|1.85:1|601643444543|2001-02-06 00:00:00|1572|2013-11-27 00:00:00|1
Desire (2002)|Tai Seng||Discontinued|SUB|LBX|9.95|NR|2002|Foreign|1.85:1|601641413442|2003-10-21 00:00:00|31924|2013-11-27 00:00:00|1
Detective (2007)|Tai Seng||Discontinued|SUB|LBX, 16:9|9.95|NR|2007|Foreign|2.35:1|112119291016|2008-03-25 00:00:00|129776|2013-11-27 00:00:00|1
Detective Montalbano: Episodes 13 - 15|MHz Networks||Out|SUB|LBX, 16:9|39.95|NR|2006|Foreign|1.78:1|815047013018|2010-11-23 00:00:00|228584|2013-11-27 00:00:00|1
Devil Angel (Tai Seng)|Tai Seng||Discontinued|SUB|4:3|14.98|NR|1995|Foreign|1.33:1|601641751148|2006-03-28 00:00:00|79278|2013-11-27 00:00:00|1
Devil Face, Angel Heart|Tai Seng||Discontinued|5.1|LBX|14.95|NR|2002|Action/Adventure|1.85:1|601643903941|2002-10-22 00:00:00|20714|2013-11-27 00:00:00|1
Devil's Disciples|Tai Seng||Discontinued|SUB|4:3|49.95|NR|2009|Foreign|1.33:1|218718545014|2010-10-26 00:00:00|189795|2013-11-27 00:00:00|1
Dial D Demons|Tai Seng||Discontinued|2.0|LBX|14.95|NR|2000|Foreign|1.85:1|601643803845|2005-03-15 00:00:00|56798|2013-11-27 00:00:00|1
Dictator (Warner Brothers/ Banned & Unrated Version) / Coming To America|Warner Brothers|2014-03-11 00:00:00|Pending|5.1|LBX, 16:9|12.97|R/UR|VAR|Comedy|VAR|883929394012|2014-03-11 00:00:00|256424|2013-11-26 00:00:00|0
Dirty Kung Fu|Tai Seng||Discontinued|DUB|4:3|7.95|NR|1984|Action/Adventure|1.33:1|601643828947|2001-03-13 00:00:00|10074|2013-11-27 00:00:00|1
Dirty Old Town|Matson Films||Discontinued|2.0|4:3|24.95|NR|2010|Comedy|1.33:1|850604004009|2012-05-29 00:00:00|227741|2013-11-27 00:00:00|1
Dirty Tiger, Crazy Frog|Tai Seng||Discontinued|5.1|LBX|14.95|NR|1978|Action/Adventure|1.66:1|601643845043|2001-03-13 00:00:00|10075|2013-11-27 00:00:00|1
Discover China: A Peking Duck's Tale|Tai Seng||Discontinued|SUB|4:3|7.95|NR|2001|Foreign|1.33:1|507118533012|2007-06-26 00:00:00|110673|2013-11-27 00:00:00|1
Discover China: A Tale Of Tofu|Tai Seng||Discontinued|2.0|4:3|7.95|NR|UNK|Special Interest|1.33:1|507118532015|2007-05-22 00:00:00|107648|2013-11-27 00:00:00|1
Discover China: Bodacious Beijing|Tai Seng||Discontinued|SUB|4:3|14.95|NR|UNK|Foreign|1.33:1|507118236012|2007-01-30 00:00:00|100326|2013-11-27 00:00:00|1
Discover China: Dim Sum Odyssey|Tai Seng||Discontinued|SUB|4:3|7.95|NR|UNK|Foreign|1.33:1|507118534019|2007-07-24 00:00:00|113894|2013-11-27 00:00:00|1
Discover China: Stupendous Shanghai|Tai Seng||Discontinued|2.0|4:3|14.95|NR|2001|Special Interest|1.33:1|507118237019|2007-02-27 00:00:00|102279|2013-11-27 00:00:00|1
